KH_ID,GioiTinh,QueQuan,NamHocThu,ChuyenNganh,NgheNghiepGiaDinh,ChiTieuHangThang,ThoiGianSuDung,MucDichSuDungLaptop,MucDoHaiLong,YeuToThuongHieuSP,YeuToCauHinh,YeuToTocDoXuLy,YeuToGia,YeuToThietKe,YeuToUyTinNhaBanle,YeuToBaoMat,YeuToBaoHanh,YeuToKhuyenMai
CTM32684,Nữ,Hồ Chí Minh,Năm 4,Thương mại,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",5,5,5,5,5,3,5,5,4,3
CTM3270,Nữ,Hồ Chí Minh,Năm 3,Quản trị khách sạn,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",4,2,3,4,3,3,4,2,4,4
CTM32871,Nam,Hồ Chí Minh,Năm 4,Thương mại,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,3,3,4,3,4,4,4,3
CTM33003,Nam,Nghệ An,Năm 2,Tài chính doanh nghiệp,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Chơi game",5,5,3,4,3,5,3,3,4,4
CTM3302,Nam,Thanh Hóa,Năm 1,Thương mại,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,Học tập,3,4,3,3,4,3,4,3,3,4
CTM33032,Nam,Hồ Chí Minh,Năm 1,Khoa học dữ liệu,Nhân viên văn phòng,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",5,5,5,5,4,3,5,4,5,4
CTM33091,Nam,Hồ Chí Minh,Năm 2,Hệ thống thông tin quản lý,Nhân viên văn phòng,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",5,5,5,5,4,5,2,5,3,4
CTM33141,Nữ,Gia Lai,Năm 1,Thương mại điện tử,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web), Khác",5,3,4,4,4,3,3,3,3,4
CTM3320,Nam,Nghệ An,Năm 1,Hệ thống thông tin quản lý,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",3,3,5,5,4,2,4,4,5,4
CTM33262,Nữ,Gia Lai,Năm 3,Thương mại điện tử,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",5,3,3,3,3,3,3,3,3,3
CTM33290,Nữ,Hà Nội,Năm 2,Thương mại,Nông dân,Dưới 1.500.000,Dưới 6 tháng,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",4,3,2,3,4,2,3,2,4,5
CTM33400,Nữ,Quảng Bình,Năm 3,Kế toán,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",3,5,5,5,4,4,3,3,5,5
CTM33473,Nữ,Đà Nẵng,Năm 3,Quản trị Marketing,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,4,4,5,5,4,3,4,5
CTM33481,Nữ,Hà Nội,Năm 4,Luật,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",3,3,2,2,4,3,4,2,3,4
CTM34007,Nữ,Đà Nẵng,Năm 3,Quản trị Marketing,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,Học tập,5,5,3,3,3,5,5,3,5,3
CTM34026,Nam,Quảng Bình,Năm 3,Tài chính doanh nghiệp,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",3,5,3,3,4,2,4,5,3,3
CTM34310,Nữ,Đà Nẵng,Năm 1,Ngoại thương,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",5,2,3,5,3,3,5,5,3,2
CTM34828,Nam,Hồ Chí Minh,Năm 4,Hệ thống thông tin quản lý,Nhân viên văn phòng,Trên 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Chơi game",5,5,5,5,4,1,2,2,3,4
CTM34895,Nam,Đắk Nông,Năm 3,Kiểm toán,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",3,2,3,3,4,2,4,2,4,4
CTM34916,Nam,Hà Nội,Năm 2,Ngoại thương,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,Học tập,3,2,3,3,4,2,4,3,4,3
CTM35043,Nữ,Hà Nội,Năm 2,Truyền thông Marketing,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Dưới 6 tháng,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",5,5,5,5,5,5,5,5,5,5
CTM35044,Nam,Hà Tĩnh,Năm 3,Hệ thống thông tin quản lý,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Chơi game",4,3,5,5,4,2,3,2,4,4
CTM35144,Nữ,Đắk Lắk,Năm 3,Kinh tế,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,4,4,4,4,4,4,4,4
CTM35242,Nữ,Quảng Trị,Năm 4,Luật,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc",3,2,2,3,4,4,5,2,3,4
CTM35279,Nữ,Hà Nội,Năm 3,Toán kinh tế,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc",2,2,4,4,5,1,1,1,4,5
CTM3536,Nữ,Hồ Chí Minh,Năm 3,Hệ thống thông tin quản lý,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Chơi game",4,3,5,5,4,2,4,3,5,4
CTM35408,Nữ,Hà Nội,Năm 4,Kế toán,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc",3,4,2,3,3,4,3,2,3,4
CTM35436,Nữ,Hà Tĩnh,Năm 4,Kế toán,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",3,4,2,2,4,3,4,3,4,4
CTM35452,Nữ,Hồ Chí Minh,Năm 3,Quan hệ công chúng,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc",4,4,2,3,4,5,5,4,3,3
CTM35554,Nữ,Hồ Chí Minh,Năm 2,Thương mại,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",4,2,3,3,4,4,2,3,4,4
CTM35559,Nữ,Đắk Lắk,Năm 2,Kế toán,Nông dân,Từ 1.500.000 đến 3.000.000,Dưới 6 tháng,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",3,2,4,3,5,2,3,1,4,5
CTM35812,Nam,Quảng Trị,Năm 2,Kiểm toán,Nông dân,Dưới 1.500.000,Từ 6 tháng - 1 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",3,3,2,3,4,4,4,3,4,5
CTM35887,Nữ,Quảng Ngãi,Năm 4,Thương mại,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,4,3,4,4,4,3,4,4
CTM35987,Nam,Hà Nội,Năm 2,Ngoại thương,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",3,2,4,4,4,4,4,2,4,4
CTM36054,Nam,Hồ Chí Minh,Năm 1,Ngoại thương,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web), Khác",5,3,4,4,3,3,4,3,3,2
CTM36060,Nam,Gia Lai,Năm 2,Kiểm toán,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc",3,2,3,3,3,2,4,3,4,4
CTM361,Nam,Đà Nẵng,Năm 2,Hệ thống thông tin quản lý,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,3,4,5,4,2,2,1,3,3
CTM36125,Nam,Đà Nẵng,Năm 2,Luật kinh tế,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,"Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",5,3,3,3,3,3,3,3,3,3
CTM36221,Nữ,Đà Nẵng,Năm 3,Thương mại điện tử,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Trên 2 năm,Học tập,4,4,3,4,4,4,3,2,4,4
CTM36411,Nữ,Hà Nội,Năm 2,Kiểm toán,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc",4,4,3,3,4,2,4,2,3,4
CTM36435,Nữ,Hà Nội,Năm 1,Quản trị Marketing,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",4,5,3,3,4,1,1,1,2,4
CTM36477,Nữ,Đắk Lắk,Năm 2,Quản trị Marketing,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,3,3,3,4,4,4,4,3
CTM36487,Nam,Hà Nội,Năm 2,Kiểm toán,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,Học tập,3,3,3,4,4,2,3,2,3,4
CTM3658,Nữ,Quảng Bình,Năm 3,Ngoại thương,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,4,4,4,4,4,4,4,5
CTM36788,Nam,Đà Nẵng,Năm 2,Luật kinh tế,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",5,5,4,4,4,2,3,1,4,5
CTM36874,Nữ,Đà Nẵng,Năm 2,Luật kinh tế,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",4,3,3,4,3,3,3,3,3,3
CTM36954,Nam,Hà Nội,Năm 1,Kiểm toán,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",3,3,3,3,4,2,2,2,4,4
CTM36961,Nam,Đà Nẵng,Năm 3,Thương mại,Kinh doanh tự do,Trên 5.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",5,5,4,4,3,5,5,5,4,3
CTM3705,Nữ,Nghệ An,Năm 2,Kinh tế phát triển,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,Học tập,4,3,4,4,4,3,4,4,4,3
CTM37115,Nữ,Hà Nội,Năm 2,Quản trị dịch vụ du lịch và lữ hành,Nhân viên văn phòng,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web), Khác",5,4,4,4,2,2,2,3,3,2
CTM37347,Nam,Quảng Ngãi,Năm 3,Truyền thông Marketing,Nông dân,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game",3,5,4,4,3,4,2,2,3,3
CTM37374,Nam,Hà Nội,Năm 3,Thương mại điện tử,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc",4,4,3,4,3,2,3,2,3,4
CTM37405,Nam,Hồ Chí Minh,Năm 1,Ngoại thương,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,2,5,5,4,2,2,3,4,4
CTM37424,Nữ,Đắk Lắk,Năm 4,Luật kinh tế,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,4,5,4,3,4,4,5,5
CTM37457,Nữ,Thanh Hóa,Năm 4,Quản trị tài chính,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",3,5,2,3,4,5,3,4,3,4
CTM37587,Nam,Nghệ An,Năm 2,Kinh tế phát triển,Nông dân,Dưới 1.500.000,Từ 6 tháng - 1 năm,Học tập,3,2,2,3,3,3,4,3,4,4
CTM37622,Nữ,Thừa Thiên Huế,Năm 3,Truyền thông Marketing,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc",4,4,2,3,5,4,5,3,2,4
CTM37651,Nam,Hà Nội,Năm 1,Quản trị nguồn nhân lực,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",4,3,4,4,5,1,3,2,5,4
CTM37730,Nam,Đắk Nông,Năm 4,Quản trị Marketing,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc",2,3,3,3,4,2,3,3,4,3
CTM37794,Nữ,Hà Nội,Năm 4,Kế toán,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc",4,3,2,3,4,3,2,2,3,4
CTM37982,Nữ,Thừa Thiên Huế,Năm 3,Kiểm toán,Nông dân,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc",3,2,2,2,4,3,3,2,4,3
CTM38026,Nữ,Quảng Bình,Năm 3,Kế toán,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc",2,4,3,3,4,2,1,2,4,5
CTM38206,Nữ,Đắk Lắk,Năm 3,Kinh tế,Nông dân,Dưới 1.500.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc",4,4,2,2,4,2,4,2,3,4
CTM38300,Nam,Kon Tum,Năm 2,Thương mại điện tử,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",2,4,4,5,3,2,4,4,5,4
CTM38345,Nữ,Đà Nẵng,Năm 4,Kế toán,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc",4,2,2,3,3,2,4,2,4,3
CTM38422,Nữ,Quảng Trị,Năm 3,Thương mại điện tử,Nông dân,Dưới 1.500.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc",4,2,3,3,4,2,3,2,4,4
CTM38428,Nam,Bình Định,Năm 1,Quản trị nguồn nhân lực,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,5,5,5,5,4,4,3,5,3
CTM38655,Nam,Hà Nội,Năm 3,Hệ thống thông tin quản lý,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,3,5,5,4,4,4,3,4,3
CTM38799,Nam,Hà Tĩnh,Năm 4,Quản trị Marketing,Nhân viên văn phòng,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",5,4,4,5,5,3,4,3,4,4
CTM38813,Nam,Gia Lai,Năm 1,Kiểm toán,Nông dân,Từ 1.500.000 đến 3.000.000,Dưới 6 tháng,"Học tập, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",2,2,4,4,5,1,2,2,2,4
CTM38854,Nam,Đà Nẵng,Năm 1,Luật kinh tế,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Dưới 6 tháng,"Học tập, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,3,4,4,4,2,4,5,5
CTM3902,Nữ,Đắk Lắk,Năm 4,Quan hệ công chúng,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",5,3,3,3,3,3,3,3,3,3
CTM39234,Nam,Bình Định,Năm 1,Quản trị khách sạn,Nông dân,Từ 3.000.000 đến 5.000.000,Dưới 6 tháng,Học tập,5,1,2,2,2,2,3,2,2,3
CTM39315,Nam,Đà Nẵng,Năm 4,Toán kinh tế,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game",3,4,5,5,4,3,4,2,5,4
CTM39474,Nữ,Hồ Chí Minh,Năm 3,Quản trị dịch vụ du lịch và lữ hành,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,Học tập,4,3,2,3,3,4,4,3,5,4
CTM39486,Nữ,Nghệ An,Năm 2,Truyền thông Marketing,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",4,2,3,3,4,4,4,3,5,5
CTM39741,Nam,Hồ Chí Minh,Năm 2,Quản trị chuỗi cung ứng,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Chơi game",3,3,4,4,4,3,3,2,3,3
CTM39762,Nam,Đà Nẵng,Năm 4,Quản trị khách sạn,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",5,5,4,5,4,3,3,2,3,3
CTM39791,Nam,Hà Tĩnh,Năm 3,Ngân hàng,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,4,4,2,3,4,4,3,2
CTM39808,Nữ,Quảng Trị,Năm 4,Toán kinh tế,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc",4,4,5,5,4,3,4,2,4,3
CTM39813,Nữ,Hà Nội,Năm 2,Thương mại điện tử,Nông dân,Dưới 1.500.000,Dưới 6 tháng,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",3,4,5,5,4,4,5,4,5,4
CTM40064,Nữ,Đắk Lắk,Năm 2,Thương mại,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc",5,4,2,3,4,5,3,2,5,5
CTM40072,Nữ,Quảng Bình,Năm 3,Quản trị nguồn nhân lực,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,Học tập,4,4,2,3,4,4,2,3,4,4
CTM40115,Nữ,Hồ Chí Minh,Năm 3,Ngoại thương,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",4,2,2,3,4,5,4,4,3,2
CTM40124,Nữ,Đắk Nông,Năm 3,Quản trị dịch vụ du lịch và lữ hành,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",4,2,3,3,5,2,3,1,5,4
CTM40160,Nữ,Hà Nội,Năm 4,Thương mại,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc",4,4,3,3,3,3,4,3,4,4
CTM40202,Nam,Đà Nẵng,Năm 3,Ngoại thương,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Dưới 6 tháng,"Học tập, Làm việc",5,4,2,3,4,2,5,5,4,3
CTM40284,Nữ,Quảng Bình,Năm 1,Kinh tế phát triển,Nông dân,Dưới 1.500.000,Từ 6 tháng - 1 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,3,3,5,4,5,2,4,4
CTM40286,Nữ,Đà Nẵng,Năm 4,Thương mại,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",4,2,4,4,3,2,4,2,4,2
CTM40404,Nữ,Hà Nội,Năm 4,Kế toán,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc",4,4,2,3,4,2,4,2,4,4
CTM40487,Nam,Nghệ An,Năm 2,Tài chính doanh nghiệp,Nông dân,Từ 1.500.000 đến 3.000.000,Dưới 6 tháng,Học tập,3,4,3,4,3,3,4,3,4,4
CTM40609,Nam,Hồ Chí Minh,Năm 2,Ngoại thương,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",4,5,3,3,5,5,5,5,4,3
CTM40746,Nữ,Quảng Trị,Năm 2,Quản trị kinh doanh,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",3,3,3,3,3,3,3,3,3,3
CTM40752,Nữ,Hà Nội,Năm 4,Thương mại,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",5,4,4,4,5,3,5,2,5,5
CTM40821,Nữ,Hồ Chí Minh,Năm 3,Thương mại,Nhân viên văn phòng,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",3,4,2,2,4,4,2,2,4,3
CTM40854,Nữ,Hà Nội,Năm 3,Ngoại thương,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",5,4,5,5,4,5,3,2,2,5
CTM4089,Nữ,Hồ Chí Minh,Năm 2,Kế toán,Kinh doanh tự do,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",4,3,3,2,3,2,3,1,2,2
CTM4096,Nam,Hà Nội,Năm 2,Thương mại điện tử,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web), Khác",4,3,4,4,2,3,3,2,3,3
CTM4106,Nữ,Bình Định,Năm 1,Kinh tế đầu tư,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",3,4,3,4,5,2,3,2,5,4
CTM41214,Nữ,Hà Tĩnh,Năm 1,Quản trị Marketing,Nông dân,Dưới 1.500.000,Dưới 6 tháng,Học tập,4,1,1,1,1,3,3,3,3,3
CTM41422,Nam,Đà Nẵng,Năm 3,Truyền thông Marketing,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,5,5,5,4,5,4,5,5
CTM41426,Nam,Hồ Chí Minh,Năm 3,Ngoại thương,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,5,3,4,3,5,3,3,3,3
CTM41481,Nam,Đà Nẵng,Năm 2,Thương mại điện tử,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,4,4,2,2,2,3,3,2
CTM41530,Nữ,Quảng Trị,Năm 3,Kế toán,Nông dân,Dưới 1.500.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",2,4,2,3,4,3,4,2,3,4
CTM41579,Nữ,Đắk Lắk,Năm 3,Quản trị khách sạn,Nông dân,Từ 1.500.000 đến 3.000.000,Trên 2 năm,"Học tập, Làm việc",4,4,2,3,4,3,3,2,3,4
CTM41626,Nam,Bình Định,Năm 4,Thương mại điện tử,Nông dân,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,"Làm việc, Chơi game",5,4,3,3,3,4,4,3,4,4
CTM41742,Nữ,Thừa Thiên Huế,Năm 3,Quản trị dịch vụ du lịch và lữ hành,Nông dân,Từ 3.000.000 đến 5.000.000,Từ 6 tháng - 1 năm,Học tập,5,2,3,2,4,3,2,2,3,2
CTM4175,Nam,Đắk Nông,Năm 3,Quản lý nhà nước,Công chức nhà nước,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc, Giải trí (xem phim, nghe nhạc, lướt web)",4,4,5,5,4,3,4,3,5,5
CTM42049,Nam,Hồ Chí Minh,Năm 3,Ngoại thương,Công chức nhà nước,Từ 3.000.000 đến 5.000.000,Từ 1 năm đến 2 năm,"Học tập, Làm việc",4,5,3,3,3,5,5,2,2,3
CTM42161,Nữ,Đắk Nông,Năm 4,Ngoại thương,Kinh doanh tự do,Trên 5.000.000,Trên 2 năm,"Học tập, Làm việc, Chơi game, Giải trí (xem phim, nghe nhạc, lướt web), Khác",5,3,4,4,2,2,3,4,4,2
CTM42209,Nữ,Quảng Bình,Năm 2,Luật,Nông dân,Từ 1.500.000 đến 3.000.000,Từ 1 năm đến 2 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",3,4,4,4,4,4,4,4,4,4
CTM42264,Nữ,Thanh Hóa,Năm 3,Ngân hàng,Kinh doanh tự do,Từ 3.000.000 đến 5.000.000,Trên 2 năm,"Học tập, Giải trí (xem phim, nghe nhạc, lướt web)",2,4,2,3,4,5,3,4,5,5
